"","Age","Vulnerable","Lives_In_Hotspot","Political_association","News_Source","Trust_News","Covid_Knowledge","Trust_Conservatives","Trust_Ford","Mask","Bubble","Follow_Store_Restrictions","Non_essential_outing","Travel_Canada","Travel_World"
"241","45-54","No","No","Liberals","SM","News_TV",5,"Yes","No","Most of the Time","Yes","Most of the Time","1-3","No","No"
"242","74+","No","Yes","Liberals","SM","Internet",2,"Yes","Yes","Most of the Time","No","Most of the Time","4-5","No","No"
"243","65-74","Yes","No","Liberals","News_Print","News_Print",0,"Yes","Yes","Sometimes","No","Always","4-5","Yes","No"
"244","25-34","No","No","Liberals","Family","SM",2,"No","No","Always","Yes","Most of the Time","1-3","Yes","No"
"245","25-34","No","No","Conservative","News_TV","News_TV",2,"Yes","No","Most of the Time","No","Sometimes","1-3","No","No"
"246","25-34","No","No","Conservative","SM","Internet",3,"Yes","No","Most of the Time","Yes","Always","4-5","Yes","No"
"247","65-74","No","No","NDP","News_TV","Internet",1,"No","Yes","Most of the Time","Yes","Never","1-3","Yes","Yes"
"248","25-34","No","No","Conservative","Family","Internet",1,"Yes","Yes","Most of the Time","No","Rarely","1-3","No","No"
"249","25-34","Yes","Yes","NDP","News_Print","News_TV",0,"Maybe","Yes","Always","Yes","Rarely","1-3","No","No"
"250","45-54","No","Yes","Liberals","News_TV","News_Print",2,"No","Maybe","Rarely","Yes","Sometimes","4-5","No","No"
"251","45-54","No","Yes","Liberals","News_TV","SM",4,"Maybe","Yes","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"252","25-34","No","No","Liberals","Internet","Other",2,"No","Yes","Rarely","Yes","Most of the Time","1-3","No","No"
"253","45-54","No","Yes","Green","News_Print","News_Print",4,"Maybe","Yes","Most of the Time","Yes","Rarely","4-5","No","No"
"254","45-54","Yes","No","Conservative","News_Print","News_Print",2,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"255","25-34","No","No","Liberals","News_TV","News_TV",0,"Yes","Yes","Sometimes","No","Always","1-3","Yes","No"
"256","65-74","No","No","NDP","Internet","News_Print",5,"Yes","Yes","Always","No","Rarely","4-5","Yes","No"
"257","18-24","No","No","Liberals","Internet","SM",3,"Maybe","No","Always","Yes","Rarely","1-3","No","No"
"258","74+","No","No","Liberals","Internet","Internet",2,"No","No","Rarely","Yes","Sometimes","1-3","No","No"
"259","55-64","No","Yes","Liberals","SM","News_TV",0,"No","No","Most of the Time","Yes","Most of the Time","7+","Yes","No"
"260","55-64","No","No","Liberals","Family","News_Print",4,"Yes","Yes","Most of the Time","No","Rarely","4-5","No","No"
"261","45-54","No","No","Liberals","SM","News_TV",3,"Yes","Yes","Most of the Time","Yes","Always","0","No","No"
"262","25-34","Yes","No","Conservative","Internet","News_TV",3,"Yes","No","Always","No","Always","4-5","Yes","No"
"263","35-44","No","No","Liberals","Internet","Internet",2,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"264","45-54","No","No","NDP","Internet","Other",3,"No","Yes","Most of the Time","No","Most of the Time","4-5","No","No"
"265","35-44","Yes","Yes","NDP","SM","News_TV",2,"Yes","Yes","Sometimes","Yes","Sometimes","1-3","No","No"
"266","25-34","Yes","Yes","Conservative","News_TV","News_Print",4,"Yes","Yes","Always","Yes","Rarely","4-5","Yes","No"
"267","74+","No","No","Conservative","News_Print","SM",0,"Yes","No","Most of the Time","Yes","Always","4-5","No","No"
"268","35-44","No","Yes","Conservative","News_TV","Other",4,"No","Yes","Most of the Time","Yes","Always","1-3","No","No"
"269","18-24","No","Yes","NDP","News_TV","News_Print",5,"No","No","Always","No","Always","1-3","No","No"
"270","35-44","No","Yes","NDP","Other","Internet",2,"No","No","Always","Yes","Rarely","4-5","Yes","No"
"271","65-74","Yes","Yes","NDP","News_Print","News_Print",3,"Yes","Yes","Always","Yes","Sometimes","0","Yes","No"
"272","45-54","No","No","NDP","News_TV","Family",3,"Maybe","No","Sometimes","Yes","Sometimes","1-3","Yes","No"
"273","25-34","Yes","No","NDP","News_TV","News_Print",2,"No","Maybe","Never","Yes","Always","4-5","Yes","No"
"274","55-64","No","Yes","Conservative","Other","News_Print",3,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"275","25-34","No","Yes","Liberals","News_TV","SM",4,"Yes","No","Always","Yes","Most of the Time","7+","Yes","No"
"276","18-24","Yes","No","NDP","Family","News_TV",1,"Yes","No","Most of the Time","Yes","Sometimes","1-3","Yes","No"
"277","55-64","No","Yes","Liberals","SM","SM",1,"Maybe","No","Never","No","Most of the Time","1-3","No","No"
"278","45-54","No","No","NDP","SM","Family",3,"Yes","Yes","Rarely","Yes","Always","1-3","Yes","No"
"279","18-24","Yes","Yes","Liberals","News_Print","News_TV",4,"Maybe","Yes","Never","Yes","Rarely","0","No","No"
"280","55-64","No","Yes","Liberals","News_Print","News_TV",1,"Maybe","No","Always","Yes","Most of the Time","4-5","No","No"
"281","45-54","No","Yes","Conservative","SM","Internet",2,"Yes","Maybe","Always","No","Rarely","4-5","Yes","No"
"282","35-44","No","No","Liberals","News_TV","Internet",2,"Maybe","No","Always","Yes","Always","0","No","No"
"283","45-54","Yes","Yes","Conservative","Family","Internet",2,"Yes","No","Sometimes","No","Rarely","1-3","No","No"
"284","25-34","No","Yes","Liberals","SM","News_TV",5,"No","Yes","Rarely","Yes","Never","1-3","No","Yes"
"285","45-54","No","No","Conservative","SM","Internet",3,"Yes","No","Sometimes","Yes","Sometimes","1-3","Yes","No"
"286","45-54","No","Yes","Green","News_Print","News_TV",1,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"287","74+","No","Yes","Conservative","Internet","SM",4,"Yes","Yes","Most of the Time","No","Always","4-5","No","No"
"288","45-54","No","Yes","NDP","News_Print","Internet",5,"Yes","Yes","Always","No","Sometimes","1-3","Yes","No"
"289","65-74","No","No","Conservative","News_TV","News_Print",4,"No","Yes","Sometimes","Yes","Rarely","1-3","No","No"
"290","45-54","No","Yes","Green","News_Print","SM",2,"Yes","No","Always","Yes","Most of the Time","4-5","No","No"
"291","25-34","No","No","Liberals","News_Print","Internet",2,"Yes","Maybe","Always","Yes","Most of the Time","0","No","No"
"292","35-44","No","Yes","Conservative","News_TV","News_Print",2,"No","No","Most of the Time","No","Rarely","1-3","No","No"
"293","65-74","No","Yes","Liberals","News_Print","Family",0,"Yes","Yes","Most of the Time","Yes","Most of the Time","0","No","No"
"294","45-54","No","No","Liberals","Internet","News_TV",4,"Yes","No","Most of the Time","No","Rarely","4-5","No","No"
"295","35-44","No","No","Liberals","Internet","SM",2,"No","Yes","Always","Yes","Rarely","1-3","No","Yes"
"296","45-54","No","No","NDP","Family","Internet",4,"Yes","Yes","Always","Yes","Most of the Time","1-3","No","No"
"297","35-44","Yes","Yes","NDP","News_Print","Internet",5,"No","No","Most of the Time","Yes","Most of the Time","7+","No","No"
"298","45-54","No","No","Conservative","News_TV","Internet",5,"Yes","No","Sometimes","No","Most of the Time","7+","No","No"
"299","45-54","No","No","Liberals","News_TV","Family",3,"No","Maybe","Sometimes","No","Most of the Time","1-3","No","No"
"300","35-44","No","No","Conservative","News_Print","News_TV",1,"Yes","Maybe","Always","Yes","Rarely","7+","No","No"
"301","25-34","No","Yes","Liberals","News_Print","Family",3,"No","No","Most of the Time","Yes","Most of the Time","0","Yes","No"
"302","25-34","Yes","No","Liberals","Internet","Family",2,"No","No","Most of the Time","Yes","Always","4-5","Yes","No"
"303","35-44","Yes","No","Green","Other","News_Print",2,"Yes","No","Most of the Time","No","Rarely","1-3","Yes","No"
"304","18-24","No","No","Conservative","Internet","Other",5,"Yes","Maybe","Most of the Time","No","Rarely","4-5","No","No"
"305","35-44","No","No","Green","Internet","News_TV",1,"Yes","Maybe","Rarely","Yes","Rarely","4-5","Yes","No"
"306","18-24","No","Yes","Conservative","SM","Internet",3,"Yes","No","Most of the Time","No","Most of the Time","1-3","No","No"
"307","45-54","No","No","Conservative","News_TV","Internet",3,"Yes","No","Always","Yes","Rarely","1-3","No","No"
"308","45-54","No","No","Green","Other","SM",1,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"309","25-34","Yes","No","Liberals","News_TV","SM",4,"Maybe","No","Always","Yes","Always","0","No","No"
"310","18-24","Yes","Yes","NDP","News_Print","Family",3,"Yes","Yes","Always","No","Sometimes","4-5","No","No"
"311","55-64","No","No","NDP","Internet","News_Print",5,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"312","74+","No","No","Liberals","SM","News_Print",1,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"313","55-64","No","Yes","Conservative","Internet","News_Print",3,"Yes","No","Most of the Time","Yes","Always","1-3","No","No"
"314","35-44","Yes","No","Conservative","News_TV","Family",5,"No","Yes","Most of the Time","No","Always","1-3","No","No"
"315","55-64","No","No","Conservative","News_TV","News_Print",5,"Yes","No","Most of the Time","No","Always","7+","No","No"
"316","55-64","Yes","No","NDP","Internet","News_TV",5,"No","Yes","Sometimes","Yes","Always","4-5","No","No"
"317","18-24","No","No","Liberals","News_Print","News_Print",3,"Yes","No","Most of the Time","Yes","Sometimes","0","No","No"
"318","25-34","No","No","NDP","Internet","Internet",3,"Yes","Yes","Always","Yes","Most of the Time","4-5","No","No"
"319","55-64","No","No","Conservative","News_Print","News_Print",3,"No","Yes","Rarely","Yes","Always","1-3","No","No"
"320","18-24","Yes","No","Conservative","News_TV","News_TV",5,"No","Yes","Always","No","Always","1-3","No","No"
"321","55-64","Yes","Yes","Conservative","Family","News_TV",4,"Yes","Yes","Most of the Time","Yes","Rarely","1-3","No","No"
"322","25-34","No","Yes","Conservative","News_TV","News_TV",4,"Yes","No","Always","Yes","Rarely","4-5","No","No"
"323","18-24","No","No","Liberals","SM","News_Print",4,"Yes","No","Sometimes","Yes","Always","1-3","No","No"
"324","55-64","No","No","NDP","SM","News_TV",3,"No","No","Never","No","Rarely","1-3","No","No"
"325","65-74","No","Yes","Conservative","SM","Internet",5,"No","No","Most of the Time","Yes","Always","0","No","No"
"326","55-64","No","No","Liberals","Other","Internet",0,"Maybe","Maybe","Most of the Time","Yes","Sometimes","1-3","Yes","No"
"327","25-34","Yes","No","Conservative","News_Print","News_TV",2,"Maybe","Yes","Most of the Time","Yes","Most of the Time","1-3","No","No"
"328","55-64","No","No","Conservative","News_TV","Internet",1,"Yes","Yes","Most of the Time","Yes","Never","4-5","Yes","No"
"329","45-54","Yes","Yes","Conservative","Other","Family",3,"Yes","No","Always","Yes","Always","0","No","No"
"330","45-54","No","Yes","Liberals","News_Print","Family",3,"No","No","Always","Yes","Always","4-5","No","No"
"331","18-24","No","Yes","Liberals","Family","News_Print",4,"No","Yes","Most of the Time","No","Most of the Time","4-5","Yes","No"
"332","45-54","No","No","NDP","News_TV","News_Print",1,"Yes","No","Always","Yes","Sometimes","1-3","Yes","No"
"333","18-24","Yes","Yes","Conservative","Family","News_Print",2,"Maybe","Yes","Most of the Time","Yes","Most of the Time","7+","No","No"
"334","18-24","No","Yes","Conservative","News_TV","Family",1,"No","Yes","Sometimes","Yes","Rarely","4-5","Yes","Yes"
"335","35-44","No","Yes","Liberals","News_TV","News_TV",3,"Yes","No","Most of the Time","No","Never","1-3","No","No"
"336","25-34","No","Yes","Liberals","News_TV","News_Print",1,"No","No","Always","Yes","Most of the Time","4-5","No","No"
"337","18-24","No","No","Conservative","SM","Internet",2,"No","No","Always","No","Most of the Time","4-5","No","No"
"338","45-54","Yes","No","Liberals","News_Print","News_TV",1,"Yes","No","Always","Yes","Most of the Time","4-5","No","No"
"339","35-44","No","No","Conservative","Internet","News_Print",4,"Yes","Maybe","Most of the Time","Yes","Always","4-5","Yes","No"
"340","18-24","No","No","Liberals","Other","Family",3,"Maybe","Yes","Rarely","No","Always","0","No","No"
"341","45-54","No","Yes","NDP","SM","News_TV",0,"No","Yes","Most of the Time","Yes","Never","1-3","No","No"
"342","45-54","No","Yes","Liberals","News_Print","News_TV",5,"Yes","Yes","Always","No","Most of the Time","1-3","Yes","No"
"343","35-44","No","Yes","Conservative","SM","News_TV",3,"Yes","No","Rarely","No","Always","1-3","No","No"
"344","25-34","No","Yes","NDP","News_TV","Family",1,"No","Yes","Always","Yes","Sometimes","1-3","No","No"
"345","55-64","No","No","Liberals","News_TV","News_Print",5,"Maybe","No","Always","Yes","Never","4-5","Yes","No"
"346","65-74","No","No","Conservative","News_Print","Family",2,"Yes","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
"347","65-74","No","Yes","Liberals","Family","News_Print",0,"Maybe","No","Always","No","Sometimes","4-5","No","No"
"348","65-74","No","Yes","Green","SM","SM",5,"Yes","Yes","Never","Yes","Most of the Time","4-5","Yes","No"
"349","25-34","No","No","Conservative","SM","News_TV",0,"Yes","No","Always","Yes","Rarely","1-3","No","No"
"350","55-64","No","Yes","Liberals","Other","Internet",2,"No","No","Never","Yes","Most of the Time","7+","No","No"
"351","35-44","No","No","Conservative","SM","Internet",1,"Yes","Maybe","Sometimes","Yes","Rarely","1-3","No","No"
"352","45-54","No","Yes","Green","SM","Internet",1,"Yes","Yes","Most of the Time","No","Always","7+","Yes","No"
"353","18-24","Yes","Yes","Green","SM","Internet",4,"No","Maybe","Sometimes","No","Sometimes","0","No","No"
"354","65-74","No","No","Conservative","News_TV","News_Print",1,"Yes","Yes","Most of the Time","No","Never","1-3","No","No"
"355","55-64","No","Yes","NDP","SM","SM",1,"Maybe","No","Most of the Time","No","Most of the Time","1-3","No","No"
"356","55-64","No","No","Green","News_Print","SM",3,"Yes","No","Always","Yes","Rarely","4-5","No","No"
"357","45-54","Yes","No","Conservative","News_TV","News_TV",0,"No","Yes","Most of the Time","Yes","Always","4-5","No","No"
"358","35-44","No","No","Conservative","SM","SM",2,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"359","25-34","No","No","Liberals","News_Print","SM",4,"No","No","Sometimes","Yes","Always","4-5","No","No"
"360","55-64","No","Yes","Liberals","SM","Internet",5,"Yes","Yes","Sometimes","Yes","Always","4-5","No","No"
"361","35-44","No","Yes","Green","Internet","News_TV",3,"No","Yes","Most of the Time","Yes","Always","1-3","No","No"
"362","18-24","Yes","Yes","Green","SM","Family",2,"Yes","No","Always","Yes","Rarely","4-5","Yes","No"
"363","35-44","Yes","No","Conservative","Other","Other",3,"No","No","Always","Yes","Most of the Time","1-3","No","No"
"364","55-64","No","No","Conservative","Internet","News_TV",5,"Yes","Maybe","Most of the Time","Yes","Always","0","No","No"
"365","45-54","Yes","No","Liberals","News_Print","News_TV",3,"Yes","Yes","Always","Yes","Always","1-3","Yes","No"
"366","35-44","No","Yes","NDP","News_TV","Family",1,"No","No","Always","Yes","Most of the Time","1-3","No","No"
"367","55-64","Yes","No","Conservative","Internet","News_TV",4,"No","Maybe","Sometimes","Yes","Sometimes","1-3","No","No"
"368","25-34","No","No","Liberals","News_Print","Other",2,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"369","25-34","No","No","Liberals","News_Print","News_Print",5,"Yes","Maybe","Never","Yes","Always","4-5","Yes","Yes"
"370","65-74","No","No","Liberals","Internet","SM",0,"Yes","Maybe","Most of the Time","Yes","Never","7+","No","No"
"371","45-54","No","No","Liberals","Internet","Internet",4,"Yes","No","Sometimes","No","Most of the Time","0","Yes","No"
"372","18-24","No","No","Liberals","News_TV","News_Print",3,"Yes","Yes","Most of the Time","No","Rarely","1-3","Yes","No"
"373","25-34","No","Yes","Liberals","SM","SM",0,"Yes","No","Always","Yes","Always","4-5","No","No"
"374","35-44","No","No","Liberals","Other","Internet",0,"Yes","Yes","Most of the Time","No","Most of the Time","1-3","Yes","No"
"375","18-24","No","No","Conservative","Internet","Family",4,"Yes","Yes","Sometimes","Yes","Most of the Time","4-5","No","No"
"376","25-34","No","No","Green","Other","News_TV",2,"Yes","No","Rarely","No","Most of the Time","0","Yes","No"
"377","25-34","Yes","No","Green","News_TV","News_TV",4,"No","Yes","Sometimes","Yes","Sometimes","1-3","No","No"
"378","25-34","No","No","Conservative","News_TV","News_Print",1,"Yes","Yes","Never","No","Most of the Time","4-5","No","No"
"379","25-34","Yes","Yes","Liberals","News_Print","Family",5,"No","Maybe","Always","No","Most of the Time","1-3","No","No"
"380","45-54","No","No","Liberals","SM","Internet",3,"No","No","Always","No","Always","1-3","No","No"
"381","25-34","No","Yes","Conservative","Internet","Internet",3,"No","No","Most of the Time","Yes","Never","4-5","No","No"
"382","65-74","Yes","No","Conservative","Internet","SM",2,"Yes","No","Always","Yes","Most of the Time","0","No","No"
"383","74+","No","No","Green","News_TV","News_Print",4,"No","No","Always","No","Sometimes","7+","Yes","No"
"384","25-34","No","Yes","Conservative","News_TV","SM",5,"Yes","Yes","Always","No","Always","7+","No","No"
"385","74+","Yes","No","NDP","News_Print","Family",1,"Yes","Yes","Always","Yes","Always","1-3","No","No"
